Sentiment,Tweets,Cleaned_Tweets,Word_Count,Character_Count
0,"@missmuffinfuck Omg, I totally let myself do the same depression-induced no-gym thing   BAD. BADBADBAD.",omg totally let depressioninduced nogym thing bad badbadbad,8,59
0,HATE ILLNESS SO MUCH. ,hate illness much,3,17
1,@amynicole76 G'night Amy. Sweet dreams ,gnight amy sweet dream,4,22
0, No more witty #Squarespace Tweets...,witty # squarespace tweet,4,25
0,Just doesnt want to go to work in the morning ,doesnt want go work morning,5,27
1,@OfficialAlBSure Nice! I'll tune in ,nice ill tune,3,13
1,"@pixelyzed He was successful, lets say that. I was never a fan, but he met the criteria ",wa successful let say wa never fan met criterion,9,48
0,@ddlovato hey! i was buzzed to see i could vote for an award for you but it turns out residents in the uk can't vote! im sorry! ,hey wa buzzed see could vote award turn resident uk cant vote im sorry,14,70
0,@Big_Wal  raining now .. ,raining,1,7
0,suspended for failure to pay! On the plus side my loan is sorted for next year. The irony really isn't lost on me. ,suspended failure pay plus side loan sorted next year irony really isnt lost,13,76
0,i fell so sorry for them... ,fell sorry,2,10
1,Laughing at how trashed joe and donnie are in the fam feud pics ,laughing trashed joe donnie fam feud pic,7,40
1,"@abhinavsonkar sure, please ping me at the meet ",sure please ping meet,4,21
0,I have to work on my portfolio.... I hate doing that ,work portfolio hate,3,19
1,Spending my day cleaning up the data base and then reminding people not to touch one of the fields EVER. ,spending day cleaning data base reminding people touch one field ever,11,69
1,@KyeLani IBusy but not as busy. I'll just go a bit later. Going to make a documentary about my workout called 'In Pursuit Of The Burn' ,ibusy busy ill go bit later going make documentary workout called pursuit burn,13,78
1,just watched unfabulous ,watched unfabulous,2,18
0,"Even though I feel horrible for ruining my mami's bday I'm really happy they're coming up to take care of me, makes me feel a lil better ",even though feel horrible ruining mamis bday im really happy theyre coming take care make feel lil better,18,105
0,sad day for rafael nadal who lost in the french open   but happy day for my brother whose premier team won the state cup!!!,sad day rafael nadal lost french open happy day brother whose premier team state cup,15,84
1,#myweakness poetry...a good writer.. That's so hot ,# myweakness poetrya good writer thats hot,7,42
0,Back in the uk and missing the weather already!   http://twitpic.com/50uea,back uk missing weather already,5,31
1,CHUCK NORRIS LOVES YOU ,chuck norris love,3,17
0,@suzit86 ahhhhh man i am working tomorrow  sucky!!! i am off thursday going to ascot wooohoo xxx,ahhhhh man working tomorrow sucky thursday going ascot wooohoo xxx,10,66
0,Xavier left today  and we leave for Indiana in the morning!,xavier left today leave indiana morning,6,39
1,@laborracha I sent him on a run to pick up something for me... ,sent run pick something,4,23
0,is waiting for Tony to pick me up from work......he is always late ,waiting tony pick workhe always late,6,36
1,"@mitchelmusso thanks mitchel  please follow me *-* your musics are perfect, you are the best",thanks mitchel please follow music perfect best,7,47
0,Feeling pretty jipped right now bc I can't upload a picture ,feeling pretty jipped right bc cant upload picture,8,50
1,"It. Is. Done. YES! If I'm lagging at my Twitter replies, please forgive me. You know what I'll be doing!  (xx @scorpiojerm @quietletters)",done yes im lagging twitter reply please forgive know ill xx,11,60
1,"@ninanuttzy haha so am i ninaaaa, proud to have name starts with n! ",haha ninaaaa proud name start n,6,31
0,@kellyahv I'm missing out apparently! ,im missing apparently,3,21
1,Bought Scene It? BOS for $15 ,bought scene bos 15,4,19
1,"Sunny, warm, beautiful day!!!! I wish days like this could last 'til the snow starts to fly!!!  ",sunny warm beautiful day wish day like could last til snow start fly,13,68
0,@dougiemcfly http://twitpic.com/67uc7 - aww bless ya am sure ya will be amazing ;)  Ya not the onley one i have a sniffly nose to     ...,aww bless ya sure ya amazing ya onley one sniffly nose,11,54
0,I don't think so i can rush to BNI 46 now.. Cuz i had to wait the manager till 4.30pm.. ,dont think rush bni 46 cuz wait manager till 430pm,10,50
0,Wiggle and Learn? hmm... does anyone remember back when the wiggles used to be good? ,wiggle learn hmm doe anyone remember back wiggle used good,10,58
0,&quot;@Jordanyup&quot;have you the e-mail from Miley ???? I want to write with her but I cant ,quot email miley want write cant,6,32
1,laying by the pool today baby ,laying pool today baby,4,22
1,hello! this is my first tweet! nice to meet you! ,hello first tweet nice meet,5,27
0,"This is a lot harder than I realized, but I know this is the only way to go in order to be happy in the long run.  Just right now it sucks",lot harder realized know way go order happy long run right suck,12,63
0,@DaveyPitch excellent! I've got a 32g touch and I still keep running out of space  I do use it all the time though so that's why!!,excellent ive got 32g touch still keep running space use time though thats,13,74
1,@Noway57 I wish I am cucu yang terbaik..hehe..yeah been a couple of times at UIA..coz step father did his masters there ,wish cucu yang terbaikheheyeah couple time uiacoz step father master,10,68
0,OMJ PPP WAS SOOOO GOOD!!! But I couldn't see my dress ,omj ppp wa soooo good couldnt see dress,8,39
0,@darkmindedsith I was meant to be doing my LP this weekend but I canï¿½t because Iï¿½m so ill. How sad? ,wa meant lp weekend canï½t iï½m ill sad,8,39
1,"@Lilinz No, but I need the practise for it ",need practise,2,13
1,LOL...mildred just told this woman leaving the office to go get a pie!! hahaha ,lolmildred told woman leaving office go get pie hahaha,9,54
1,@garyvee I am sorry you couldn't make the radio show/have rescheduled with Niki...hope you got your shirt. ,sorry couldnt make radio showhave rescheduled nikihope got shirt,9,64
0,@SillySoul they should.. it's sad to see them make money out of their kids.. and i think kate wants the limelight more than jon ,sad see make money kid think kate want limelight jon,10,52
1,@JeffGignac Thanks! I almost wish I wasn't home. But I do look forward to having me some Starbucks tomorrow. ,thanks almost wish wasnt home look forward starbucks tomorrow,9,61
1,Goodnight twitterland  had a great weekend. Love to hear about yours!,goodnight twitterland great weekend love hear,6,45
0,Just got home after walking the dogs.  Very humid in Kaneohe.  No AC in my home    Ceiling fans work!,got home walking dog humid kaneohe ac home ceiling fan work,11,59
1,"@joshthomas87 Well done on winning, looks like you were having fun  #tayg",well done winning look like fun # tayg,8,38
1,"Lab I worked at made pregnancy test, asked all employees to try it out, I suggested I should be in the control group .... ",lab worked made pregnancy test asked employee try suggested control group,11,73
0,&quot;The Perks of Being a Wallflower&quot; is now my most favourite book ever ,quotthe perk wallflowerquot favourite book ever,6,47
0,Still in office and no hot water for coffee ,still office hot water coffee,5,29
1,@JenJeaHaly @hlfx @champion531 @KyleSawhney @CPaladino HUGE thank you for your considerate birthday wish. You're too kind ,huge thank considerate birthday wish youre kind,7,47
0,@Cozz awwwwh thats so sad  Is she quite shy then?,thats sad quite shy,4,19
0,Followed my garmin and missed the st louis arch ,followed garmin missed st louis arch,6,36
1,@selmgomez  i luv ur pictire and ur aooo rit rumors arnt true ,luv ur pictire ur aooo rit rumor arnt true,9,42
1,@Fasaria Thx  when is your birthday?? i think it would be a little bit heavy sending the cake to the usa xD,thx birthday think would little bit heavy sending cake usa xd,11,61
1,The zombie_sex got paid  just like everyone else in America today,zombie_sex got paid like everyone else america today,8,52
1,Why do I always become really attracted to people that live so far away?! Amazing phone conversation.  G'nite all.,always become really attracted people live far away amazing phone conversation gnite,12,84
1,Who lives in a pineapple under the sea?  Spongebob Square Pants!  http://www.fromtheheart-ca.com,life pineapple sea spongebob square pant,6,40
0,I feel like crying with Mo  ...,feel like cry mo,4,16
0,"Borrowed some money off my Nana until payday tomorrow, but im not going out drinking now, ",borrowed money nana payday tomorrow im going drinking,8,53
1,@cheapbeach Jack Johnson. Jimmy Buffett. More to come. All I can think of now.  #greenvillenc,jack johnson jimmy buffett come think # greenvillenc,8,52
1,"@julieunplugged never been, but I know DG so it would probably be interesting  Plus pub food...",never know dg would probably interesting plus pub food,9,54
0,@race_12_1 I was afraid of that  Would it be wrong to skip out on m brother's gig even though the entire family's going? :p *sob*,wa afraid would wrong skip brother gig even though entire family going p sob,14,76
1,eating with danielle anthony lauren and chris ,eating danielle anthony lauren chris,5,36
1,@o0Leanne0o I think it can become a bit addictive ,think become bit addictive,4,26
0,"This will be my first mothers day without my mom, Very sad ",first mother day without mom sad,6,32
0,@supahpossum I have no idea.. and he keeps popping up. Apparently he doesn't have any friends. ,idea keep popping apparently doesnt friend,6,42
1,@Lilylauren it's ok.. I'm on my 4th.. ,ok im 4th,3,9
0,Someone very close ruined the magic behind the Dos Equis most interesting dude.  ,someone close ruined magic behind equis interesting dude,8,56
1,@Nattapants cheers Nat  the little rebel in me broke free xx,cheer nat little rebel broke free xx,7,36
1,"is aching from rugby, good game ",aching rugby good game,4,22
1,Just got the thumbs up and Kool-aid smile from da lil one!!! That means breakfast was a success ,got thumb koolaid smile da lil one mean breakfast wa success,11,60
0,Some things never get easier ,thing never get easier,4,22
0,has nothing to do today ,ha nothing today,3,16
1,@tink1981 are you by any chance going to see Kings of Leon tonight?  Im not sure... but i think you might be.... ,chance going see king leon tonight im sure think might,10,54
1,ellen degeneres and mcfly fans!  i say we try to get mcfly on the ellen show..how about it? ,ellen degeneres mcfly fan say try get mcfly ellen showhow,10,57
0,is highly impatient ... It sucks being an Aries sometimes. ,highly impatient suck aries sometimes,5,37
0,"@fly_meaway aww, i hope you feel better too.  *hugs*",aww hope feel better hug,5,24
1,hannah montana was very good.  now going to read twilight. ,hannah montana wa good going read twilight,7,42
0,@daddylo this yr alone.  I eat one almost every day.  I hate walgreens for selling them ,yr alone eat one almost every day hate walgreens selling,10,56
0,Poop. My sweater lost a button. ,poop sweater lost button,4,24
1,@planethealer Thank you!  ,thank,1,5
1,already over-tweaked it on the coffee... ,already overtweaked coffee,3,26
1,@dataddiction lmao @ teflon no reason juss wanting to kno ,lmao teflon reason juss wanting kno,6,35
1,@NaezusChrist no complaints Eb... Those were Stevie Wonder lyrics. ,complaint eb stevie wonder lyric,5,32
0,I'm sick of waiting for the game. Still have a long ways to go too  there's nothing good on tv.,im sick waiting game still long way go nothing good tv,11,54
1,my new phrase is 'you never doubt mo williams'   six game win streak!,new phrase never doubt mo williams six game win streak,10,54
0,Epic headache ,epic headache,2,13
0,I'm lying in bed waiting for my alarm to go off ,im lying bed waiting alarm go,6,29
1,watching dark knight- thaaaaaaaaank you Danielle ,watching dark knight thaaaaaaaaank danielle,5,43
1,"Good afternoon!  How good wake after noon! Especially after we have kids. 3 years, this didn't happen to me! ",good afternoon good wake noon especially kid 3 year didnt happen,11,64
0,Requiem for a Dream.... Hadn't seen it in awhile but what a trip!! Now stats homework booooo ,requiem dream hadnt seen awhile trip stats homework booooo,9,58
1,"@STEG343 You go, honey!!! Have fun!!! ",go honey fun,3,12
1,Please Visit and Follow my blog!  http://summersidemoney.blogspot.com/  Ask me about it!,please visit follow blog ask,5,28
1,woooo my ipod is fixed !!!  ,woooo ipod fixed,3,16
1,@latriciabrand She's got the look starts this Wednesday right after the cougar ,shes got look start wednesday right cougar,7,42
1,Watching dodgeball! haha loove this movie. @simonschuler goodnight! ,watching dodgeball haha loove movie goodnight,6,45
1,Another Saturday bored at work... I need a big kid job ,another saturday bored work need big kid job,8,44
1,MTV Movie Awards live in 12 more minutes!!!!!!!! so so sooooo excited!!!!! ,mtv movie award live 12 minute sooooo excited,8,45
1,Narration's new single 'Miracle' is out Monday via iTunes and from their website www.narrationmusic.com Spread the word!  x,narration new single miracle monday via itunes website spread word x,11,68
0,Enjoying how slow Sundays are at work since I am here and not at church ,enjoying slow sunday work since church,6,38
0,On the bus &amp; this lady's tiddies r SSSSSAAaaagggggiiiiiiing OUCH. My heart goes out to her  That's gravity fo yo ASS!,bus amp lady tiddies r sssssaaaaagggggiiiiiiing ouch heart go thats gravity fo yo,13,81
0,"@tomricci I'm supposed to be tidying my room, I have so much to do before I go out! ",im supposed tidying room much go,6,32
0,"@jpsfancy it was a geek joke that Tweetdeck butchered  basically, no surprise they shuffled off the mortal coil",wa geek joke tweetdeck butchered basically surprise shuffled mortal coil,10,72
1,@WhatEscoHas2Say Cause I liked that name...I was thinkin' of what 2 change it 2 4 a while...I'm a SASSY Chick! ,cause liked namei wa thinkin 2 change 2 4 whileim sassy chick,12,61
1,@Jonasbrothers I can't wait to see the clip!!! ,cant wait see clip,4,18
1,@MissSididdy ight thx hun ,ight thx hun,3,12
0,"just got home from netty.. we lost, AGAIN...  !!",got home netty lost,4,19
0,@penny2dear ooooh noooo    come back silly cat! maybe he'll wander this far!!,ooooh noooo come back silly cat maybe hell wander far,10,53
0,@WetBankGuy usually it's not this bad...and it wouldn't have been bad at all if i could have logged into my pc ,usually badand wouldnt bad could logged pc,7,42
0,@Cathynose awwwwwwww...  Im sorrry Cathy,im sorrry cathy,3,15
1,@DufalBagEnt yea i did ,yea,1,3
1,@neimotheband busy like a buzzing bee - just how I like it. can't wait to hear what it sounds like! ,busy like buzzing bee like cant wait hear sound like,10,52
1,@deadlisyn I wanna play some ballloono too. reply and i'll make a room ,wan na play ballloono reply ill make room,8,41
1,An interesting mix  ? http://blip.fm/~4opui,interesting mix,2,15
1,"@davecurrie damn right, I ain't arguing with a Snr RKC any day of the week! ",damn right aint arguing snr rkc day week,8,40
1,Degustation menu sounds so pretentious! Thinking of a word for degustation..tough..not that into it..the food will make up for the name ,degustation menu sound pretentious thinking word degustationtoughnot itthe food make name,11,89
1,@outlawontheedge Tofurky.... You owe me a new keyboard now! ,tofurky owe new keyboard,4,24
1,@wordybirdee You're welcome --(that bashful kick's pretty cute too) ,youre welcome bashful kick pretty cute,6,38
1,I wish there was a delete/rewind button on life ,wish wa deleterewind button life,5,32
0,*sniffs* @marcusfoster1 has cancelled Sunday's gig at The Troubadour ,sniff ha cancelled sunday gig troubadour,6,40
1,"@madradish No pics, am on old computer and no camera software installed. Check out @SpunkyEclectic Group on Rav for spoilers ",pic old computer camera software installed check group rav spoiler,10,66
0,@krist0ph3r i didnt want today to end at all dang it...oh well what can i do abt that now  ,didnt want today end dang itoh well abt,8,39
1,"Congrats to Roger Federer for winning the French Open. 14 Grand Slams, hope that isn't the end of it ",congrats roger federer winning french open 14 grand slam hope isnt end,12,70
0,HP computers have a funny updating process. Takes a long time ,hp computer funny updating process take long time,8,49
0,mom's getting off for japan today . we'll surely miss her ,mom getting japan today well surely miss,7,40
1,"@proteusguy oh, I didn't know that. Just registered. hmm.. hopefully they sent some devs to join, not sales ",oh didnt know registered hmm hopefully sent devs join sale,10,58
1,"i we just got paiiiiiiid, Lets get laiiiiiidddd. ",got paiiiiiiid let get laiiiiiidddd,5,35
0,http://twitpic.com/7o6v9 - ARGH its so ugly from twitpic  we see all the errors i made on it!!!,argh ugly twitpic see error made,6,32
0,Wahhh still sick. First day os school today..i dont have classes tho   too sick to go and add....booo ,wahhh still sick first day school todayi dont class tho sick go addbooo,13,71
0,Now what?  ,,0,0
1,"@CASizemore Brilliant, brilliant! I love Robinson's Callahan books ",brilliant brilliant love robinson callahan book,6,47
0,not having much luck finding the perfect hols ,much luck finding perfect hols,5,30
1,about to see WICKED and defy gravity with cara! we're so excited ,see wicked defy gravity cara excited,6,36
0,still working on some make-up work....ugh ,still working makeup workugh,4,28
0,@blueyoyo08 i know  its not the same anymore ,know anymore,2,12
1,"@LaurenBosworth WOW your SO lucky, i would ki- well probably not kill but yeah, she is AMAZING &lt;3 hope you have a great time  God Bless.x",wow lucky would ki well probably kill yeah amazing lt3 hope great time god blessx,15,81
0,"@MarcHaduch dewd, whats up? ",dewd whats,2,10
1,@philiphiggins it was okay  I was nervous though and I think I let it show. No mafia - yay! Whens yours?,wa okay wa nervous though think let show mafia yay whens,11,56
0,@bluucircles if only my grandmother still had her fake rotary phone! ...we could've just spray painted it ,grandmother still fake rotary phone couldve spray painted,8,57
0,"I have a feeling it was just a one night stand, and that I don't mean as much to him as I thought I did. ",feeling wa one night stand dont mean much thought,9,49
1,@b_b_b_a_r_t nope the XL was the first one ,nope xl wa first one,5,20
1,woooohooo! i have a moon walking dinosaur as my cursor ,woooohooo moon walking dinosaur cursor,5,38
0,@exoticbella_ never that just making sure u dont ruin the goods.. And I thought we was top notch ace boon coons.I never get promo help ,never making sure u dont ruin good thought wa top notch ace boon coonsi never get promo help,18,92
0,@naseemfaqihi btw I know what you mean. I cant get the image out of my head. ,btw know mean cant get image head,7,33
0,@writesfortea one reason i still go to that church is because our pastor is really awesome. The organist is too but he's leaving ,one reason still go church pastor really awesome organist leaving,10,65
1,Definitely just got 125. something.  Yay!,definitely got 125 something yay,5,32
0,Goodbye Crown Point ,goodbye crown point,3,19
1,@jezebel314 that's a nice one! ,thats nice one,3,14
1,@squink - It is supposed to be an unrelated (story-wise) new part of the Fallout series they're working on... Only the name is out ,supposed unrelated storywise new part fallout series theyre working name,10,72
0,"@rencen it was cool seeing you yesterday. yep, its the name. *CLASS* ...man, tell me you got some scissors and time cuz my wig neeeds you ",wa cool seeing yesterday yep name class man tell got scissors time cuz wig neeeds,15,81
1,@leiasqz Germany kicks some serious ass! You should come visit again. ,germany kick serious come visit,5,31
0,Everyone's at my house. I want to sleep ,everyones house want sleep,4,26
1,@vmdotcom That last one may have been my best ever. Heh ,last one may best ever heh,6,26
1,Had fun experimenting with my lovely new eyeshadow  i don't suit fake eyelashes though D: Sososo excited about patrick wolf tomorrow! ,fun experimenting lovely new eyeshadow dont suit fake eyelash though sososo excited patrick wolf tomorrow,15,105
1,@Bijoufem haha will do but I'm tired around here so I'm off to bed ,haha im tired around im bed,6,27
1,My love for The Big Bang Theory grows every day ,love big bang theory grows every day,7,36
1,http://bit.ly/1955mF  Could watch it over n over. They r amazing ,could watch n r amazing,5,23
0,"right, away to shower and get bus to glasgow. not sure if trains are running cos there was a bad fire near the line a couples of day ago ",right away shower get bus glasgow sure train running co wa bad fire near line couple day ago,18,92
0,@ChichiTjandra jb dong ke casa. im bored and lonely ,jb dong ke casa im bored lonely,7,31
1,@cupcakecanadian - a cupcake would totally hit the spot right now. ,cupcake would totally hit spot right,6,36
0,I'm getting tired... Long days= early nights  NO FUN!,im getting tired long day early night fun,8,41
1,@raphal a fellow MA student from Japan ,fellow student japan,3,20
1,Watching the lion king ,watching lion king,3,18
1,Woke up at 5:30 am had a nice hot shower got a lot of house work doneâ¦ now trying to do my assignment before Thursday ,woke 530 nice hot shower got lot house work doneâ trying assignment thursday,13,76
1,it's always fun to watch links or ideas that were tweeted about days ago circle back thru the masses like they were new news ,always fun watch link idea tweeted day ago circle back thru mass like new news,15,78
0,Todays my daddys birthday.  I miss you! Wish I was home to hug and kiss you!,today daddy birthday miss wish wa home hug kiss,9,47
0,@CH3L3 i know! i haven't performed for so long  maybe it's time for a karaoke session hehehe,know havent performed long maybe time karaoke session hehehe,9,60
0,1 Robin Hood's writers are terrible 2 They are mean to Much  3 They make Robin a douche 4 It's distracting papa!Loxley is DW's Shakespeare,1 robin hood writer terrible 2 mean much 3 make robin douche 4 distracting papaloxley dws shakespeare,17,101
0,@spaceruben dude that pic is when i had longer hair! duh! thanks for noticing  hahaha,dude pic longer hair duh thanks noticing hahaha,8,47
1,@PowerMarketers #forensics is always a fun time ,# forensics always fun time,5,27
1,sitting in church. Mixing Joel Rowling later today. I'm always busy. ,sitting church mixing joel rowling later today im always busy,10,61
1,"Who needs a gym? My body aches (including my fingers) today from the afternoon of yard work. More today. Fun, fun, fun!! ",need gym body ache including finger today afternoon yard work today fun fun fun,14,79
0,"@abjekt on further inspection, is IS comic sans. thought it was a slight variation but using capitals confused a bit ",inspection comic sans thought wa slight variation using capital confused bit,11,76
1,@peaceoflove08 alright. well just let me know.  good night.,alright well let know good night,6,32
0,I finally found a DC quarter!  But still no Puerto Rico.  ,finally found dc quarter still puerto rico,7,42
1,"changed my picture, I think this one really captures the brown part of me ",changed picture think one really capture brown part,8,51
1,@AaronAn Hope all goes well for you!! ,hope go well,3,12
1,Watching Anastasia haven't seen it in forever ,watching anastasia havent seen forever,5,38
0,i really want to go there... it's the first time i found Cassiopeia Indo gathering ,really want go first time found cassiopeia indo gathering,9,57
1,@iUberGeek One of my three besties down here in Argentina. We had a sleepover. ,one three besties argentina sleepover,5,37
0,hehe my pizza is huuuuge  gonna be so good ^__^ wish i had the munchies right now ,hehe pizza huuuuge gon na good __ wish munchies right,10,53
1,Watched the new Final Destination trailer.  May never trust an automated car wash again.  ,watched new final destination trailer may never trust automated car wash,11,72
0,@McGiff Good Luck! I'm Doing The Race For Life In My Local Park Today But It Looks Like The Heavens Are About To Open! ,good luck im race life local park today look like heaven open,12,61
0,Felt like bakin a cake but didn't have all the ingredients ,felt like bakin cake didnt ingredient,6,37
0,just read that potty training usually takes up to 8 months. 8 MONTHS?!? Oh lord....  I almost started crying.,read potty training usually take 8 month 8 month oh lord almost started cry,14,75
0,"@nuchef1956 it was a smooth download experience, I'm just mad I can't use all it's features ",wa smooth download experience im mad cant use feature,9,53
1,@BookEndsJessica take a deep breath and focus on 1 thing at a time ,take deep breath focus 1 thing time,7,35
1,Writing as a text adventure.     http://bit.ly/1LaL2g (via @Mer_Blackwood),writing text adventure via,4,26
0,@joeymachine I have to move mine by 12.  parking by our houses sucks.,move mine 12 parking house suck,6,31
1,"hope u have a great day, tay!  ",hope u great day tay,5,20
0,"Talking to barry on myspace, shannon on msn and slowly dying away  *cries* This is all the vodkas fault!",talking barry myspace shannon msn slowly dying away cry vodka fault,11,67
0,Damn my pizza juss burned  waiting now for my baguettes!,damn pizza juss burned waiting baguette,6,39
0,at the keith urban concert with @alylawhead but we missed taylor swift! ,keith urban concert missed taylor swift,6,39
1,im so bored im watching old eps of weeds online...but new season starts tomorrow!!! hell yes  ,im bored im watching old eps weed onlinebut new season start tomorrow hell yes,14,78
1,just woke up.  myrtle beach shopping bitches!,woke myrtle beach shopping bitch,5,32
1,"my picture shows up if you follow me, I swear   I'm so tired!  Goodnight everyone.  Pyro is wonderful &lt;3",picture show follow swear im tired goodnight everyone pyro wonderful lt3,11,72
0,@_sophielouise i don't get whats going on sophie  hahaha i'l work it out eventually,dont get whats going sophie hahaha il work eventually,9,53
0,"@uncubicled at work, no Kindle,   I AM #uncubicled",work kindle # uncubicled,4,24
1,Found D&amp;G Light Blue at Nordstrom Rack for 20 bucks less than it is in other places! Score! ,found dampg light blue nordstrom rack 20 buck le place score,11,60
1,Having a working breakfast with @willfinch before future of web apps roadshow in Bristol  http://twitpic.com/6iqx8,working breakfast future web apps roadshow bristol,7,50
0,@mikedeleon where are you guys? ,guy,1,3
0,@TaraCherish i guess it wasnt meant to be.. ,guess wasnt meant,3,17
1,Discovered @loopy4ewe sock monkeys... via @mchenwears... amazing... I feel inspired! Screw revising 4exams - let's make sock monkeys!  x,discovered sock monkey via amazing feel inspired screw revising 4exams let make sock monkey x,15,93
1,HYPERRR!!!! Aaahhhh!!!!  text meee lets doooo something!?!??,hyperrr aaahhhh text meee let doooo something,7,45
0,"Back from a weekend of wine and work.  Not exactly a classic pairing. now, puling and all nighter. ",back weekend wine work exactly classic pairing puling nighter,9,61
0,@_dirtytalk_ i still don't like her. i'm just praying people don't kill cudi for me. ,still dont like im praying people dont kill cudi,9,48
1,"STS-125 Day 7 Highlights in HD http://preview.tinyurl.com/qpljve A trying day it was, great to see brute-forcing is always an option ",sts125 day 7 highlight hd trying day wa great see bruteforcing always option,13,76
0,"http://twitpic.com/55i3m - Speaking of which, here's me.. alone on a dark street. See the camera holding arm? How sad ",speaking alone dark street see camera holding arm sad,9,53
1,Working hard tonight. Gotta love a 2nd job! At least I get good exercise as a valet.  ,working hard tonight got ta love 2nd job least get good exercise valet,13,70
0,My best bro's are both working on the 4th of july. Sucks. ,best bros working 4th july suck,6,31
0,okay i will get up and clean now ,okay get clean,3,14
0,@danadearmond I luv u. I CALLED and CALLED ,luv u called called,4,19
1,Cooking his momma's secret beef tips recipe ,cooking momma secret beef tip recipe,6,36
1,ahhhhh great feelingssss ,ahhhhh great feelings,3,21
1,@nienerenee hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!,hahaha niene ur soo smart lmao think good lookin whts gurlie come home weekend,14,78
0,I can feel my throat tightening up if im gettin sick ima flip ,feel throat tightening im gettin sick ima flip,8,46
1,"i'm taking a nap, then heading to my moms to hopefully have some fun tonight! ",im taking nap heading mom hopefully fun tonight,8,47
0,@tkingbacksydney ,,0,0
0,@JustJen00 I wanna see NKOTB SOOOO Bad LOL My cuz tried to get tickets awhile back for 1 of there shows but it was sold out  Have Fun!,wan na see nkotb soooo bad lol cuz tried get ticket awhile back 1 show wa sold fun,18,82
0,busy helping my aunt create her AVP on Sunday  we've been working on it for like three hours now ( i wanna watch TV! hah.,busy helping aunt create avp sunday weve working like three hour wan na watch tv hah,16,84
1,"@hullkr_online Yeah well, it remains to be seen what impact he will make but he certainly meets our need for leadership and creativity ",yeah well remains seen impact make certainly meet need leadership creativity,11,76
1,"@ficklampa EyeTV need to convert the recorded TV show into a different format, and an old G5 takes two ages and one forever to do that ",eyetv need convert recorded tv show different format old g5 take two age one forever,15,84
1,@jeanelakin You are welcome. We look forward to more stimulating discussions from barcampers. ,welcome look forward stimulating discussion barcampers,6,54
0,@emmao414 it probably is  I should have checked @weathersplat before leaving the house.,probably checked leaving house,4,30
1,OMG! Pick'n myself off the floor  AC/DC in Ottawa August 10th! Now that's Kooli ;-) Long live Rock!,omg pickn floor acdc ottawa august 10th thats kooli long live rock,12,66
0,Haven't bought tix yet to DC cause I don't wanna leave the dogs.  I am pathetic. Matt's being nice about it though. I gotta get over this!,havent bought tix yet dc cause dont wan na leave dog pathetic matt nice though got ta get,18,89
1,"@InvestigatorDon no worries my friend! Sweet dreams, see ya later ",worry friend sweet dream see ya later,7,37
1,Watchin charm school  @lalavazquez @riskybizness23  looooove you guys,watchin charm school looooove guy,5,33
1,"brownies in the oven, pie done! hooray for baking yummy things ",brownie oven pie done hooray baking yummy thing,8,47
1,"@birthgoddess Happy, happy birthday! ",happy happy birthday,3,20
0,@Jasmonique  I knowwwww. grr ! Ill work on it 2night. Honest! lol,kno grr ill work 2night honest lol,7,34
0,@rozalita hey what was that hotel site you were lookin' at the other day ,hey wa hotel site lookin day,6,28
1,blip.fm with  ï¿½ issues with ï¿½ imeem  ~ they can't  ~  ï¿½ &amp; ï¿½ ME ,blipfm ï½ issue ï½ imeem cant ï½ amp ï½,9,39
1,done most of my revision for the day now  phew &lt;3,done revision day phew lt3,5,26
1,"Working, for real! So proud of myself. ",working real proud,3,18
0,I gots the sniffles ,gots sniffle,2,12
1,@capski I got my mouse ears from club 33. ,got mouse ear club 33,5,21
0,"being so tired and not being able to sleep, have to get up at 6.30 for work ",tired able sleep get 630 work,6,29
0,ok so we dont rock  we suck to be honest BUT as soon as we find a drummer that can actually drum we will show u all!!,ok dont rock suck honest soon find drummer actually drum show u,12,63
0,Y'know what I hate most. Thefact I only have 2 hours   SERIOUS FML! ,yknow hate thefact 2 hour serious fml,7,37
1,"The Hangover is, by far, one of the funniest movies I've ever seen in my entire life. Holla @Steph_Vic! Good times ",hangover far one funniest movie ive ever seen entire life holla good time,13,73
0,this is weird. Norah always works to calm me. ,weird norah always work calm,5,28
0,Please help...where can I search for @hashtags I know there is a website or something that lists them but forgot where its at ,please helpwhere search know website something list forgot,8,58
1,Well done Diversity  they deserved to win!,well done diversity deserved win,5,32
0,"Craigslist is my new GameStop. Playing Skate 2 during my lunch, this use to be &quot;market research&quot; but now it's &quot;guilty pleasures&quot;. ",craigslist new gamestop playing skate 2 lunch use quotmarket researchquot quotguilty pleasuresquot,12,98
0,@Nusent are you serious?? that sucksss ,serious suck,2,12
0,@Golden_Lady that sucks we dnt get to hear what happened ,suck dnt get hear happened,5,26
1,@LisaG325 go ahead and cash it!! ,go ahead cash,3,13
0,I have never had one!!!! We don't have one in CG   Don't forget to get your wine!!!!!!!,never one dont one cg dont forget get wine,9,42
1,#paperwork while @xPlaceoFearx plays #UFCUNDISPUTED. im hyped to finish up my vocals once and for all ,# paperwork play # ufcundisputed im hyped finish vocal,9,54
0,@TheRealJordin I hear ya! ,hear ya,2,7
0,@amykay1 ohhhhh okay.  hey @heatherhll !,ohhhhh okay hey,3,15
